,accuracy,contest_code,problem_code,successful_submissons,tags
0,6.6452131938858,APRIL18B,AVGPR,2267.0,"['looping', 'array', 'math']"
0,33.015993907083,APRIL18B,CHEFWORK,7509.0,"['minimum_element', 'array', 'cakewalk', 'looping']"
0,1.6949152542373,APRIL18B,CHEFAT,1.0,"['taylor-series', 'segtree', 'medium-hard', 'lazypropagation']"
0,4.9382716049383,APRIL18B,JADUGAR,6.0,"['hard', 'generating_functions', 'math']"
0,13.432835820896,CMEL2018,YFG,9.0,"['codemelange', 'dsu', 'medium', 'sack']"
0,0.0,CMEL2018,CNTL,0.0,"['codemelange', 'hard', 'math']"
0,50.0,CMEL2018,CMPVIRS,1.0,"['codemelange', 'hard', 'math']"
0,1.3245033112583,LTIME58A,GQR,4.0,"['gcd', 'dynamic-programming', 'medium']"
0,0.0,LTIME58A,TRS,0.0,"['squareroot', 'hard', 'supernode']"
0,30.894308943088998,LTIME58A,ARRP,144.0,"['sum', 'maths', 'sieve', 'easy-medium']"
0,61.05527638191,LTIME58A,AFK,232.0,"['ad-hoc', 'easy', 'maths']"
0,96.078431372549,LTIME58A,FRK,46.0,"['string', 'easy']"
0,92.56198347107402,LTIME58A,ZOZ,321.0,"['sum', 'array', 'easy']"
0,67.309546769527,LTIME58B,FRK,2002.0,"['string', 'easy']"
0,63.0859375,LTIME58B,ZOZ,1837.0,"['sum', 'array', 'easy']"
0,17.908082408875,LTIME58B,ARRP,109.0,"['sum', 'maths', 'sieve', 'easy-medium']"
0,34.623217922607004,LTIME58B,AFK,656.0,"['ad-hoc', 'easy', 'maths']"
0,0.0,LTIME58B,GQR,0.0,"['gcd', 'dynamic-programming', 'medium']"
0,0.0,LTIME58B,TRS,0.0,"['squareroot', 'hard', 'supernode']"
0,20.533880903491003,INSO2018,SPSUM,495.0,"['ad-hoc', 'maths']"
0,25.47619047619,INSO2018,STSWAP,209.0,"['easy', 'sorting']"
0,0.0,INSO2018,CONSEL,0.0,"['auxiliary-tree', '2sat']"
0,16.666666666667,INSO2018,HIGHINT,2.0,['ntt']
0,46.511627906977,INSO2018,CBS,10.0,['maths']
0,19.642857142857,INSO2018,CNTNODE,22.0,"['dynamic-programming', 'segment-tree']"
0,0.88888888888889,INSO2018,STRAIGHT,2.0,"['pag', 'fft']"
0,26.086956521739,INSO2018,GOFG,6.0,"['pag', 'dynamic-programming']"
0,50.0,INSO2018,EZDP,4.0,"['shortest-path', 'multiset']"
0,15.05376344086,INSO2018,FUNFUN,14.0,"['pag', 'dynamic-programming']"
0,23.515981735160004,COOK92B,CO92MATR,805.0,"['implementation', 'easy']"
0,61.325966850829,COOK92B,CO92JUDG,2934.0,"['implementation', 'cakewalk']"
0,1.4492753623188002,COOK92B,CO92TREE,1.0,"['bruteforce', 'tree', 'dfs', 'medium']"
0,6.7164179104478015,COOK92B,CO92REST,9.0,"['easy-medium', 'datastructure']"
0,47.135487374423,COOK92B,CO92SUBW,1686.0,"['implementation', 'easy']"
0,0.0,COOK92B,MXPATH,0.0,"['medium-hard', 'datastructure', 'tree']"
0,44.444444444443995,COOK92A,CO92MATR,430.0,"['implementation', 'easy']"
0,16.666666666667,COOK92A,CO92TREE,12.0,"['bruteforce', 'tree', 'dfs', 'medium']"
0,14.141414141414002,COOK92A,CO92REST,69.0,"['easy-medium', 'datastructure']"
0,75.911251980983,COOK92A,CO92SUBW,476.0,"['implementation', 'easy']"
0,17.073170731707002,COOK92A,MXPATH,6.0,"['medium-hard', 'datastructure', 'tree']"
0,92.307692307692,COOK92A,CO92JUDG,12.0,"['implementation', 'cakewalk']"
0,0.0,CODN2018,PACMAN,0.0,"['dfs', 'easy', 'graph']"
0,8.7284659557014,MARCH18A,PSHTRG,426.0,"['triangle', 'segment-tree', 'mergesort', 'medium']"
0,2.6548672566372,MARCH18A,CHEFKNN,38.0,"['ntt', 'counting', 'hard']"
0,5.95690747782,MARCH18A,CUTTREE,37.0,"['probability', 'expected-value', 'hard', 'fft']"
0,42.481511914544,MARCH18A,XXOR,981.0,"['easy-medium', 'xor', 'prefix-sum']"
0,8.7716804094399,MARCH18A,GCDCNT,439.0,"['inclusion-exclusion', 'mobius', 'medium']"
0,75.373134328358,MARCH18A,BIGSALE,96.0,"['maths', 'easy']"
0,81.603053435115,MARCH18A,MIXCOLOR,1028.0,"['greedy', 'ad-hoc', 'easy', 'sorting']"
0,89.705882352941,MARCH18A,CHEGLOVE,111.0,"['implementation', 'simple']"
0,35.627389641988,MARCH18A,MINVOTE,935.0,"['easy-medium', 'binary-search']"
0,31.884057971014,MARCH18A,MINEAT,93.0,"['easy-medium', 'binary-search']"
0,2.5486864462162004,MARCH18B,PSHTRG,308.0,"['triangle', 'segment-tree', 'mergesort', 'medium']"
